source_row_id,like_count,love_count,care_count,haha_count,wow_count,sad_count,angry_count,source_total_reactions,calculated_total_reactions,record_id,model_text,privacy_masked,language_type,text_hash,duplicate_group_id,duplicate_count,is_duplicate,total_reactions,log_total_reactions,like_ratio,like_ratio_smoothed,love_ratio,love_ratio_smoothed,care_ratio,care_ratio_smoothed,haha_ratio,haha_ratio_smoothed,wow_ratio,wow_ratio_smoothed,sad_ratio,sad_ratio_smoothed,angry_ratio,angry_ratio_smoothed,dominant_reaction,dominant_ratio,dominance_margin,sentiment_label,label_confidence,fusion_score,reaction_entropy,is_ambiguous,positive_anchor_mass,negative_anchor_mass,baseline_filtered_label,baseline_filtered_score,label_version,split,quality_status
102,499,35,15,3,1,932,1,1486,1486,RF_POST_000102,පුතු සෙනේ මස් නහර හැම සිඳ ඇට සොයා ගොස් ඇට තුලට වැද ඇට මිඳුළු මත රඳා සිට දුක් දෙයි නිබන්දා...😥,False,sinhala,1828a0186c71360598eb7b11b0c783863484a0595e9cd503a625d10aa053e313,DUP_1828a0186c713605,1,False,1486,7.304515946460155,0.33580080753701214,0.33489618218352313,0.023553162853297442,0.024112525117213665,0.010094212651413189,0.010716677829872739,0.002018842530282638,0.0026791694574681848,0.0006729475100942127,0.0013395847287340924,0.6271870794078062,0.6249162759544541,0.0006729475100942127,0.0013395847287340924,sad,0.6271870794078062,0.2913862718707941,negative,0.5660226132141037,-0.7162007714517313,0.41937446655676747,False,0.029104979811574696,0.6278600269179003,negative,-0.9113956466069142,reactionfusion_v1_provisional,train,approved
103,1237,19,5,2648,10,69,0,3988,3988,RF_POST_000103,"ශෂී වීරවංශ මිය ව්යාජ උපන්දින යොදා ලේඛන සැකසූවේ බිරිඳ, සැමියාට වඩා වයසින් අඩු වියයුතුය යන මතය නිසා නම් ඒ ගැන කණගාටුවියයුතුය. 😪",False,sinhala,04a45cf792beabd7b87e148eac9564e09cb1ee90c5f78365fd74cfa3ef5550e6,DUP_04a45cf792beabd7,1,False,3988,8.291295851905407,0.31018054162487463,0.30988735919899874,0.004764292878635908,0.0050062578222778474,0.0012537612838515546,0.001501877346683354,0.6639919759277834,0.6630788485607009,0.0025075225677031092,0.002753441802252816,0.017301905717151456,0.017521902377972465,0.0,0.00025031289111389235,haha,0.6639919759277834,0.35381143430290873,neutral,0.44084097434656083,-0.043746742299404104,0.38750575429314116,True,0.005453861584754263,0.017301905717151456,negative,-0.5206611570247934,reactionfusion_v1_provisional,train,approved
104,147,3,1,45,1,0,1,198,198,RF_POST_000104,"සැකයේ වාසිය/වෙනත් කරුණක් මත වැරදිලාවත් බොටම් බේරුණොත් ,""අර ළමයා වෙනුවෙන් මුලින්ම හිටියෙ අපි"" කියල තනි ගෞරවය ගන්න දඟලන අයට මක්වේද",False,sinhala,c4b368aa3a23b8a635529c54be34f8a139072264f38527d3779c09cac5d5cab0,DUP_c4b368aa3a23b8a6,1,False,198,5.293304824724492,0.7424242424242424,0.7219512195121951,0.015151515151515152,0.01951219512195122,0.005050505050505051,0.00975609756097561,0.22727272727272727,0.22439024390243903,0.005050505050505051,0.00975609756097561,0.0,0.004878048780487805,0.005050505050505051,0.00975609756097561,like,0.7424242424242424,0.5151515151515151,neutral,0.465637428726422,0.036261076565062986,0.36047537540843255,True,0.01792929292929293,0.005050505050505051,positive,0.5604395604395604,reactionfusion_v1_provisional,train,approved
105,320,8,1,186,7,2,0,524,524,RF_POST_000105,"1)සිලෝන්මදර්වුඩ් මැස්සා එළවීමට කඩුවෙන් කොටයි. 2)බොටම්විලේජ් ගැන නිහඬවූ සමහර මාධ්ය මදර්වුඩ් ,පතුරු ගසයි.",False,sinhala,fe34952a6944e4a1cef8679620b25f1c03675e2b1a52884984ef3578a20c8768,DUP_fe34952a6944e4a1,1,False,524,6.263398262591624,0.6106870229007634,0.6045197740112994,0.015267175572519083,0.01694915254237288,0.0019083969465648854,0.003766478342749529,0.3549618320610687,0.352165725047081,0.013358778625954198,0.015065913370998116,0.003816793893129771,0.005649717514124294,0.0,0.0018832391713747645,like,0.6106870229007634,0.25572519083969464,neutral,0.48376862580610414,0.038418290519655854,0.4232078821998319,True,0.01631679389312977,0.003816793893129771,positive,0.6208530805687204,reactionfusion_v1_provisional,train,approved
106,422,3,2,271,4,0,1,703,703,RF_POST_000106,"PTAට කවදත් එරෙහි දේශද්රෝහින්ට පිපෙන කැකුළු ,ෆයිව් වෙපන්ස්,සුපර්ක්ලීන් ඇතුළු නව පිරිසක් බුද්ධිමය මහසෙනවියකු සමග එක්වේ 😛",False,mixed,4cafe20780a1f68eee3e5464d2e9cc8c6f172f8ecaba9919e46ece678325b84d,DUP_4cafe20780a1f68e,1,False,703,6.556778356158042,0.6002844950213371,0.5957746478873239,0.004267425320056899,0.005633802816901409,0.002844950213371266,0.004225352112676056,0.38549075391180654,0.38309859154929576,0.005689900426742532,0.007042253521126761,0.0,0.0014084507042253522,0.001422475106685633,0.0028169014084507044,like,0.6002844950213371,0.2147937411095306,neutral,0.6129335794575709,0.013919278303571866,0.3867192069892865,True,0.005832147937411096,0.001422475106685633,positive,0.6078431372549019,reactionfusion_v1_provisional,train,approved
107,1171,542,35,0,2,1,0,1751,1751,RF_POST_000107,ඔලිම්පික් උළෙලේදී රුමේෂ් තරංග හෙල්ල රනින් බබලවනු ඇතැයි හඟිමු. අපි ඔහුට සුබ පතමු. ජය පතමු.👊✌❤️,False,sinhala,b4f732155eba7f97107f14e7de8790ad4284f31fa01d5df9f51e1c5724ee046c,DUP_b4f732155eba7f97,1,False,1751,7.468513271496337,0.6687607081667618,0.6666666666666666,0.30953740719588807,0.30887372013651876,0.019988577955454025,0.020477815699658702,0.0,0.0005688282138794084,0.001142204454597373,0.0017064846416382253,0.0005711022272986865,0.0011376564277588168,0.0,0.0005688282138794084,like,0.6687607081667618,0.3592233009708738,positive,0.42404104602223086,0.5206688176447847,0.37116788387537275,False,0.3205311250713878,0.0005711022272986865,positive,0.9964428634948866,reactionfusion_v1_provisional,train,approved
108,422,11,1,146,4,3,1,588,588,RF_POST_000108,"දැන් වැඩ වෙනවිදියට ව්යවස්ථදායකය , විධායකය , අර ඊනියා විධිමත් රාජ්ය යාන්ත්රණය සේරටම වඩා ජනමතය අහනවනෙ ,මල්වතු කාරක සංඝ සභාව.",False,sinhala,e9e3e7c89db68b5cd91d72316e190ad39d69c5cdbcbf90bfba2ce97ddf7bbc34,DUP_e9e3e7c89db68b5c,1,False,588,6.3784261836515865,0.717687074829932,0.7109243697478992,0.01870748299319728,0.020168067226890758,0.0017006802721088435,0.0033613445378151263,0.24829931972789115,0.24705882352941178,0.006802721088435374,0.008403361344537815,0.00510204081632653,0.0067226890756302525,0.0017006802721088435,0.0033613445378151263,like,0.717687074829932,0.46938775510204084,neutral,0.47954654078771225,0.036647703082959365,0.3807906081769735,True,0.019642857142857142,0.006802721088435374,positive,0.48553054662379425,reactionfusion_v1_provisional,train,approved
109,391,16,7,1043,2,18,1,1478,1478,RF_POST_000109,"හිටපු නායක MDS ශ්රී ලංකාද රාජස්ථාන්ද වෙනසක් නෑ , ප්රතිවාදීන්ට කරදර නෑ. බෝල 9ට 3යි . එනිවේ සදාකල්🏏❤️🏏",False,mixed,2796d6a3adb5afede4437c8e2526209b54d0871f6b5b902faba77c0a1c99b966,DUP_2796d6a3adb5afed,1,False,1478,7.2991214627108,0.2645466847090663,0.26397306397306397,0.010825439783491205,0.011447811447811448,0.004736129905277402,0.0053872053872053875,0.7056833558863329,0.703030303030303,0.0013531799729364006,0.00202020202020202,0.012178619756427604,0.012794612794612794,0.0006765899864682003,0.0013468013468013469,haha,0.7056833558863329,0.44113667117726657,neutral,0.6775878773933981,0.002168729026728538,0.3801182761690461,True,0.013430311231393776,0.012855209742895805,neutral,0.021879021879021916,reactionfusion_v1_provisional,train,approved
111,301,2,0,98,2,6,1,410,410,RF_POST_000111,*අප්පමාදෝ අමත පදං පමාදෝ මච්චුනෝ පදං* මන්ත්රීවරියන්ගේ සංසදය වැඩ පටන් ගෙන.👊✌. ඒත් ක්රියාමාර්ග බාලගිරි වගේ. අද නොවේ හෙට.,False,sinhala,69a9b3b104590bf1fc5fe8e4b6e2f3a5daa06a97c4946cbffb57773c8cc697fc,DUP_69a9b3b104590bf1,1,False,410,6.018593214496234,0.7341463414634146,0.7242206235011991,0.004878048780487805,0.007194244604316547,0.0,0.002398081534772182,0.23902439024390243,0.23741007194244604,0.004878048780487805,0.007194244604316547,0.014634146341463415,0.016786570743405275,0.0024390243902439024,0.004796163069544364,like,0.7341463414634146,0.4951219512195122,neutral,0.48276619665237325,-0.03468175049599826,0.3583930641231485,True,0.004878048780487805,0.01707317073170732,negative,-0.5555555555555556,reactionfusion_v1_provisional,train,approved
114,364,12,0,60,7,2,1,446,446,RF_POST_000114,"වින් කන්ට්රෝලර්ගෙ හා සන් කමාන්ඩර්ජෙම්ගේ පොලිසියට, බන්තේ පල්ලෙගමට ඇති චෝදනාවම එල්ලවේ.",False,sinhala,247a4d53f06803ba7bbbb917792500fcae46835e160c15c2eea0da741b8e7f56,DUP_247a4d53f06803ba,1,False,446,6.102558594613569,0.8161434977578476,0.8057395143487859,0.026905829596412557,0.02869757174392936,0.0,0.002207505518763797,0.13452914798206278,0.1346578366445916,0.01569506726457399,0.017660044150110375,0.004484304932735426,0.006622516556291391,0.002242152466367713,0.004415011037527594,like,0.8161434977578476,0.6816143497757847,neutral,0.3719605599064587,0.052712460569183044,0.3268797038730378,True,0.026905829596412557,0.006726457399103139,positive,0.6,reactionfusion_v1_provisional,train,approved
115,93,1,0,116,2,1,0,213,213,RF_POST_000115,"ගරුතර මහා සංඝරත්නයේ ඉල්ලීම මත , නාගොඩ ප්රාස හෝ ප්රාලේ පෝයට දන්සැල් තහනම් කරලද ( ප.ලි. ප්රාස නොව ප්රාලේ බව සැළයි)",False,sinhala,a92537f3923088113bff24be0091518f2efa0e3a137fe6f84f9839573e1bde6f,DUP_a92537f392308811,1,False,213,5.365976015021851,0.43661971830985913,0.42727272727272725,0.004694835680751174,0.00909090909090909,0.0,0.004545454545454545,0.5446009389671361,0.5318181818181819,0.009389671361502348,0.013636363636363636,0.004694835680751174,0.00909090909090909,0.0,0.004545454545454545,haha,0.5446009389671361,0.107981220657277,neutral,0.6922898249595698,0.0,0.4044131978074012,True,0.004694835680751174,0.004694835680751174,neutral,0.0,reactionfusion_v1_provisional,train,approved
116,430,5,0,335,21,16,2,809,809,RF_POST_000116,ගාලු සඟරුවනේ නියෝගයෙන් වෙසක් පෝයට ගාල්ලේ දන්සැල් තහනම්ලු පොසොන් පෝයට අපුරේ දන්සැල් ?...,False,sinhala,40038be5ca8a90c81bcbe7cfae4757fb12a7aa4cf071ebfb9738495bb6024ea6,DUP_40038be5ca8a90c8,1,False,809,6.697034247666484,0.5315203955500618,0.5281862745098039,0.006180469715698393,0.007352941176470588,0.0,0.0012254901960784314,0.41409147095179233,0.4117647058823529,0.02595797280593325,0.02696078431372549,0.019777503090234856,0.020833333333333332,0.002472187886279357,0.003676470588235294,like,0.5315203955500618,0.11742892459826947,neutral,0.4232551288712494,-0.051019825676506605,0.4726150154547137,True,0.006180469715698393,0.022249690976514212,negative,-0.5652173913043478,reactionfusion_v1_provisional,train,approved
117,68,7,1,0,0,0,0,76,76,RF_POST_000117,විභව හා චාලක ශක්තියත් සූර්යාගේ විලයන ක්රියාවලියේ ඇදහිය නොහැකි ශක්තියත් බලන්න ඇහැකි රාජස්ථාන් රෝයල් පොඩි හාදයාගෙ ගිනිකෙළියෙන්.,False,sinhala,1d550c2a022980faa7b77c7e90bdf1bf4e4d64c82603df30788a2758b248c889,DUP_1d550c2a022980fa,1,False,76,4.343805421853684,0.8947368421052632,0.8313253012048193,0.09210526315789473,0.0963855421686747,0.013157894736842105,0.024096385542168676,0.0,0.012048192771084338,0.0,0.012048192771084338,0.0,0.012048192771084338,0.0,0.012048192771084338,like,0.8947368421052632,0.8026315789473685,positive,0.153590814107685,0.2176202865922164,0.19330582901810306,True,0.09934210526315788,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
118,1099,50,2,9,5,2,0,1167,1167,RF_POST_000118,"සමාජයට බලපෑම් කළහැකි පැවිදි උතුමන්ට ,දේශපාලනඥයන්ට හා රාජ්ය නිලධරයන්ට එරෙහි නඩු කඩිනමින් අසා නිමකිරීමේ වැඩපිළිවෙලක් වහා අවශ්යය.",False,sinhala,9c1abbe0b7b07ec2c65571ab0a956d9498dec20a338df389e1391f074b832688,DUP_9c1abbe0b7b07ec2,1,False,1167,7.0630481633881725,0.9417309340188518,0.9369676320272572,0.04284490145672665,0.0434412265758092,0.001713796058269066,0.002555366269165247,0.007712082262210797,0.008517887563884156,0.004284490145672665,0.005110732538330494,0.001713796058269066,0.002555366269165247,0.0,0.0008517887563884157,like,0.9417309340188518,0.8988860325621251,neutral,0.10316630605280948,0.09829829371090103,0.14092012511108287,True,0.043787489288774635,0.001713796058269066,positive,0.9246704331450094,reactionfusion_v1_provisional,train,approved
119,56,7,1,1,0,2,1,68,68,RF_POST_000119,නොබියව ලියූ ඩීබීඑස් ජෙයරාජ් පිළිබඳ මතකය දිනේවා!,False,sinhala,ac018e922917ba73325ebdf17388510848b99e40dde4fda949fbb9e136472f8e,DUP_ac018e922917ba73,1,False,68,4.23410650459726,0.8235294117647058,0.76,0.10294117647058823,0.10666666666666667,0.014705882352941176,0.02666666666666667,0.014705882352941176,0.02666666666666667,0.0,0.013333333333333334,0.029411764705882353,0.04,0.014705882352941176,0.02666666666666667,like,0.8235294117647058,0.7205882352941176,positive,0.08917332588361665,0.14553421491038054,0.3514094593010424,True,0.11102941176470588,0.044117647058823525,positive,0.4312796208530805,reactionfusion_v1_provisional,train,approved
121,273,3,1,109,1,3,1,391,391,RF_POST_000121,A)සඳසේන මිyaයෑම B)සිංදු හිමි නිදැල්ලේ සිටීම C) ඇතුගල ටෙන්ඩර හා අල්ලස් *කොම්පාසු කඩිනම් ප්රතිචාර ඕනෑ කුමකටද,False,mixed,d0c52492ba2a8e8063a92b853018b047d902dc551357508df3d8902e9ea164c0,DUP_d0c52492ba2a8e80,1,False,391,5.971261839790462,0.6982097186700768,0.6884422110552764,0.0076726342710997444,0.010050251256281407,0.0025575447570332483,0.005025125628140704,0.27877237851662406,0.27638190954773867,0.0025575447570332483,0.005025125628140704,0.0076726342710997444,0.010050251256281407,0.0025575447570332483,0.005025125628140704,like,0.6982097186700768,0.4194373401534527,neutral,0.6673588101793428,-0.003369664011440304,0.37383181754994227,True,0.009079283887468032,0.010230179028132993,negative,-0.05960264900662254,reactionfusion_v1_provisional,train,approved
122,1100,26,5,177,2,4,0,1314,1314,RF_POST_000122,"රංග රාජපක්ෂට හා සෙසු පුරවැසියන්ට යුක්තිය ලබාදීමට ,ජකේ දැමූ $2.5M හි විමර්ශනය විනිවිදබවින් යුතුව කඩිනමින් සිදුකිරීම බලධරයන්ගේ වගකීමකි.",False,mixed,dfa78f749317f44c7ebd0d505bfe1504e0c1b5af17d6f50a1eafe3f4aa7488ac,DUP_dfa78f749317f44c,1,False,1314,7.181591944611865,0.837138508371385,0.8334595003785011,0.0197869101978691,0.02043906131718395,0.00380517503805175,0.004542013626040878,0.13470319634703196,0.13474640423921272,0.0015220700152207,0.002271006813020439,0.0030441400304414,0.003785011355034065,0.0,0.000757002271006813,like,0.837138508371385,0.7024353120243532,neutral,0.3760068968335358,0.04950803841687067,0.2801694436319156,True,0.021879756468797563,0.0030441400304414,positive,0.7557251908396947,reactionfusion_v1_provisional,train,approved
124,2820,378,64,1,3,879,0,4145,4145,RF_POST_000124,අපේ කාලයේ මහත්මයෙක් අභාවප්රාප්තවී තිබේ . ඔහු සිරිසුමන ගොඩගේ නම්වේ. එතුමා පිළිබඳ ගෞරවණීය මතකය දිනේවා!,False,sinhala,d2b3d9f10beea4ff61cd6f919990b23707fa32e800c15a49ef9a9a89b085b254,DUP_d2b3d9f10beea4ff,1,False,4145,8.329899292995725,0.6803377563329313,0.6794315992292871,0.09119420989143547,0.09128131021194605,0.015440289505428226,0.01565510597302505,0.00024125452352231604,0.0004816955684007707,0.0007237635705669482,0.0009633911368015414,0.2120627261761158,0.2119460500963391,0.0,0.00024084778420038535,like,0.6803377563329313,0.46827503015681543,negative,0.16471096417676911,-0.21290406964509204,0.4527213176212191,True,0.099686369119421,0.2120627261761158,negative,-0.36047051540009284,reactionfusion_v1_provisional,train,approved
125,619,10,3,422,4,13,0,1071,1071,RF_POST_000125,"රජයේ ඩොලර් හොරකම අල්ලන එක , 2024 අපේ ගේකැඩූ හොරු අල්ලන එක වගේ/ ලසන්තගේ ඝාතකයන් සොයන එක වහේ නොවේවා . රාමේන්.",False,sinhala,2466332865edf14eb048f76e50f54d91448393be160f84fc5219562a0694e1f6,DUP_2466332865edf14e,1,False,1071,6.977281341630747,0.5779645191409897,0.575139146567718,0.009337068160597572,0.01020408163265306,0.0028011204481792717,0.0037105751391465678,0.39402427637721754,0.39239332096474955,0.003734827264239029,0.00463821892393321,0.012138188608776844,0.012987012987012988,0.0,0.0009276437847866419,like,0.5779645191409897,0.1839402427637722,neutral,0.6867571616586596,-0.0039738018316622815,0.42055605959837555,True,0.010877684407096171,0.012138188608776844,negative,-0.05476673427991885,reactionfusion_v1_provisional,train,approved
129,748,50,5,96,3,1,1,904,904,RF_POST_000129,න අන්තලික්ඛෙ .... පවෙහි විපාකයෙන් ගැලවියහැකි තැනක් නැත. දියවන්නාවෙදි අංගාරයා ගැලවුණාට ඡන්දපොළේදි කාටත් ජනතාවගෙන් ගැලවියනොහැක.,False,sinhala,ba87a1c5ea181ef22889709c629405d5c189ab87fd96b330cb0953c9e885fa47,DUP_ba87a1c5ea181ef2,1,False,904,6.807934943699926,0.827433628318584,0.8221734357848518,0.05530973451327434,0.05598243688254665,0.0055309734513274336,0.006586169045005488,0.10619469026548672,0.10647639956092206,0.00331858407079646,0.0043907793633369925,0.0011061946902654867,0.0021953896816684962,0.0011061946902654867,0.0021953896816684962,like,0.827433628318584,0.7212389380530974,positive,0.11796259730506044,0.14021919026131774,0.3174542836303334,True,0.058351769911504425,0.0022123893805309734,positive,0.9269406392694064,reactionfusion_v1_provisional,train,approved
131,103,8,1,45,0,0,0,157,157,RF_POST_000131,"ලංකා ලයින්/ජවිපෙ සඳහා සහෝදර සුබසීල කොඩිකාර 71දී ලියූ ගීතය මතක් වේ දණින් වැටී ජීවත්වෙනු වෙනුවට ,හුරුවෙමු දෙපයින් සිට ජයගැනුමට.",False,sinhala,693945c97283727f2a9e86fb9faf530506ec0b51b4d763a240f283aa40f5d5fd,DUP_693945c97283727f,1,False,157,5.062595033026967,0.6560509554140127,0.6341463414634146,0.050955414012738856,0.054878048780487805,0.006369426751592357,0.012195121951219513,0.28662420382165604,0.2804878048780488,0.0,0.006097560975609756,0.0,0.006097560975609756,0.0,0.006097560975609756,like,0.6560509554140127,0.36942675159235666,positive,0.11781661740291878,0.15594814661815576,0.4206705098449032,True,0.05445859872611465,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
133,1640,26,2,583,8,10,2,2271,2271,RF_POST_000133,බාල අංගාර කෙසේවෙතත් පරණ දූෂණ චෝදනාවට උසාවි නියමයක් ලැබෙනතුරු ප්රින්ස් වින්ෆ්ලෑග්ස් ඇමතිකමෙන් අස්නොවීම පුරවැසි අභිලාෂය කෙළසීමකි.,False,sinhala,84fb8b9a3cd3972cb515d878e4e406bbc40e18615fc4df9dddf8140d6fc8f76e,DUP_84fb8b9a3cd3972c,1,False,2271,7.7284157798410416,0.722148833113166,0.7203687445127305,0.011448701012769706,0.011852502194907815,0.0008806693086745927,0.0013169446883230904,0.2567151034786438,0.25636523266022826,0.0035226772346983706,0.003950834064969272,0.004403346543372964,0.004828797190517998,0.0008806693086745927,0.0013169446883230904,like,0.722148833113166,0.46543372963452223,neutral,0.5692799135376886,0.01919526832256551,0.3553647430582839,True,0.011933069132540731,0.005284015852047556,positive,0.3861892583120205,reactionfusion_v1_provisional,train,approved
135,368,11,1,601,9,1,0,991,991,RF_POST_000135,කොළඹ ම.න.ස. පුරපතිනියට පාකිං පීස් ගැන උපදෙස් දුන් මහදැනමුත්තා සුරාබදු එකට යැව්වොත් ගල් බෝතලේ 1000/= ගන්න ඇහැක් වෙයි .,False,sinhala,3d239bab279ff6da039ad2fd45f94f68ba26dc5137c2671802933541e9497539,DUP_3d239bab279ff6da,1,False,991,6.899723107284872,0.3713420787083754,0.3697394789579158,0.011099899091826439,0.012024048096192385,0.0010090817356205853,0.002004008016032064,0.6064581231079718,0.6032064128256514,0.009081735620585268,0.01002004008016032,0.0010090817356205853,0.002004008016032064,0.0,0.001002004008016032,haha,0.6064581231079718,0.23511604439959638,neutral,0.4769904881200236,0.038211581905603906,0.3996812763779346,True,0.011654894046417761,0.0010090817356205853,positive,0.8406374501992032,reactionfusion_v1_provisional,train,approved
136,1162,34,6,530,9,8,0,1749,1749,RF_POST_000136,අප්පමාදෝ අමත පදං පමාදෝ මච්චුණෝ පදං. *****QR ***** උඩඟුකම විනාශයට මුලය.,False,mixed,eb983c42a932e52edf9fdce070c31188203e6212d700d51d3516b21cc8506ffe,DUP_eb983c42a932e52e,1,False,1749,7.4673710669175595,0.664379645511721,0.6623006833712984,0.019439679817038306,0.019931662870159454,0.003430531732418525,0.003986332574031891,0.30303030303030304,0.30239179954441914,0.005145797598627788,0.0056947608200455585,0.004574042309891366,0.005125284738041002,0.0,0.0005694760820045558,like,0.664379645511721,0.361349342481418,neutral,0.41092360448943416,0.04963147922873502,0.4015026036718465,True,0.021326472269868495,0.004574042309891366,positive,0.6467991169977925,reactionfusion_v1_provisional,train,approved
138,142,15,4,0,1,106,0,268,268,RF_POST_000138,ශබ්දයෙන් කෙරෙන පරිසර දූෂණයට එරෙහි අරගලයේ පතාක යෝධයකුවූ ගාල්ලේ සජීව විජේවීර සහෘදයා අප හැරගොසිනි. ඔහු පිළිබඳ සටන්කාමී මතකය දිනේවා,False,sinhala,7ebc930afb2e4147a22ea8f2a8c22cb4af6ea4cb2067566830c03a460b595adf,DUP_7ebc930afb2e4147,1,False,268,5.594711379601839,0.5298507462686567,0.52,0.055970149253731345,0.05818181818181818,0.014925373134328358,0.01818181818181818,0.0,0.0036363636363636364,0.0037313432835820895,0.007272727272727273,0.39552238805970147,0.3890909090909091,0.0,0.0036363636363636364,like,0.5298507462686567,0.13432835820895522,negative,0.37121747465570465,-0.49314287854783784,0.4873723560631247,False,0.06417910447761194,0.39552238805970147,negative,-0.7207792207792207,reactionfusion_v1_provisional,train,approved
140,70,3,0,8,0,15,0,96,96,RF_POST_000140,සංජු සැම්සන් ගේ බබා වගේ ආපු ගෙඩිය බාපු එක නැවතුනේ ටාගට් එක 254 ක් වෙලා . එනිවේ සදාකල්🏏❤️🏏,False,sinhala,29961c1001ff3d3dc17d578e8a236e10543242a9cbfb77d17eaae09ad82c2a48,DUP_29961c1001ff3d3d,1,False,96,4.574710978503383,0.7291666666666666,0.6893203883495146,0.03125,0.038834951456310676,0.0,0.009708737864077669,0.08333333333333333,0.08737864077669903,0.0,0.009708737864077669,0.15625,0.1553398058252427,0.0,0.009708737864077669,like,0.7291666666666666,0.5729166666666666,negative,0.1847354789207128,-0.2756694481483157,0.42948324453529063,True,0.03125,0.15625,negative,-0.6666666666666666,reactionfusion_v1_provisional,train,approved
141,82,11,0,16,0,0,0,109,109,RF_POST_000141,"කිවියන් , දේදුන්නන්ට ගෑහුවේ හින්දුස්ථාන් පිති වලින්ද 😛 එනිවේ සදාකල්🏏❤️🏏 කියන්නෙ මේ මැච් නිසාය .",False,sinhala,deb441035afaa3d684c75aba5cfc1323616b6cc3e33fa4931f28090ab21fb260,DUP_deb441035afaa3d6,1,False,109,4.700480365792417,0.7522935779816514,0.7155172413793104,0.10091743119266056,0.10344827586206896,0.0,0.008620689655172414,0.14678899082568808,0.14655172413793102,0.0,0.008620689655172414,0.0,0.008620689655172414,0.0,0.008620689655172414,like,0.7522935779816514,0.6055045871559633,positive,0.18000408559043227,0.24958234709719307,0.3737204213591573,True,0.10091743119266056,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
142,82,14,2,5,0,1,1,105,105,RF_POST_000142,චක්දේ ඉන්දියා!. කවුරු දිනුවත් කව්රු පැරදුනත් සදාකල්❤️🏏❤️ .,False,sinhala,0bda7be3f588bd67a06fc7dc67008c4b2732a52dba4f33893fdff28ff950bf27,DUP_0bda7be3f588bd67,1,False,105,4.663439094112067,0.780952380952381,0.7410714285714286,0.13333333333333333,0.13392857142857142,0.01904761904761905,0.026785714285714284,0.047619047619047616,0.05357142857142857,0.0,0.008928571428571428,0.009523809523809525,0.017857142857142856,0.009523809523809525,0.017857142857142856,like,0.780952380952381,0.6476190476190476,positive,0.18968834492144931,0.26954352375067026,0.39611564159081103,True,0.1438095238095238,0.01904761904761905,positive,0.7660818713450291,reactionfusion_v1_provisional,train,approved
143,47,11,0,11,0,1,0,70,70,RF_POST_000143,"අදත් මැච් දෙකක් තිබේ බලමු ,බලමු.එළිවෙනකං බලමු. එනිවේ සදාකල්🏏❤️🏏",False,sinhala,aaa2dd12386b616b0799b325c34d8201d8ff73bbfb921a352ed037b587a53160,DUP_aaa2dd12386b616b,1,False,70,4.2626798770413155,0.6714285714285714,0.6233766233766234,0.15714285714285714,0.15584415584415584,0.0,0.012987012987012988,0.15714285714285714,0.15584415584415584,0.0,0.012987012987012988,0.014285714285714285,0.025974025974025976,0.0,0.012987012987012988,like,0.6714285714285714,0.5142857142857142,positive,0.19234529078880286,0.3331902500539663,0.4675302762010517,True,0.15714285714285714,0.014285714285714285,positive,0.8333333333333334,reactionfusion_v1_provisional,train,approved
144,47,0,1,136,2,3,0,189,189,RF_POST_000144,ලොන්ත ටිම් අතර තරගයේදී උතුම් පැතුම් අවුල් වුණා . කමිල් 100 ක් ගහලා මෙන්ඩා ගෙදර තියනවා .,False,sinhala,6d7c33de5d66509fc37fdbc429ac3033f5461739f4f24d177b7bdaad20fcb52d,DUP_6d7c33de5d66509f,1,False,189,5.247024072160486,0.24867724867724866,0.24489795918367346,0.0,0.00510204081632653,0.005291005291005291,0.01020408163265306,0.7195767195767195,0.6989795918367347,0.010582010582010581,0.015306122448979591,0.015873015873015872,0.02040816326530612,0.0,0.00510204081632653,haha,0.7195767195767195,0.4708994708994709,neutral,0.39506201362894366,-0.04929529099121668,0.3723181333066246,True,0.00291005291005291,0.015873015873015872,negative,-0.6901408450704226,reactionfusion_v1_provisional,train,approved
147,74,17,0,0,0,2,0,93,93,RF_POST_000147,"දිගුකල් පවතින මහා නාමයක්, 'ආචාර්ය රාජා ද සිල්වා' එතුමාට අපේ ගෞරවණීය ආචරය පුදකරමු .",False,sinhala,9e53a37702e60ac7f47b44331a2e8bdb02867de9b3b0491c3b0f6c2775b49caf,DUP_9e53a37702e60ac7,1,False,93,4.543294782270004,0.7956989247311828,0.75,0.1827956989247312,0.18,0.0,0.01,0.0,0.01,0.0,0.01,0.021505376344086023,0.03,0.0,0.01,like,0.7956989247311828,0.6129032258064516,positive,0.2299656516440482,0.3195876604990897,0.2955192573446613,True,0.1827956989247312,0.021505376344086023,positive,0.7894736842105263,reactionfusion_v1_provisional,train,approved
